date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,price_per_sqft,affordability_score,quality_score,investment_score
2014-12-24,535000.0,2,2.5,2730,2.0,0,0,3,9,1998,0,98056,47.512,-122.175,195.97069597069597,0.005102803738317757,12,71.68139545643825
2014-08-11,450000.0,3,1.0,1290,1.0,0,0,4,6,1929,0,98117,47.6951,-122.367,348.83720930232556,0.0028666666666666667,10,19.047563966131495
2015-02-18,460500.0,4,2.5,2170,2.0,0,0,3,8,1991,0,98059,47.5057,-122.149,212.21198156682027,0.004712269272529859,11,55.87030953592744
2014-11-24,315000.0,4,1.75,1850,1.0,0,0,3,7,1960,0,98178,47.4877,-122.24,170.27027027027026,0.005873015873015874,10,49.94910470550132
2015-02-13,607500.0,4,2.5,2110,1.0,0,0,3,8,1978,0,98008,47.6431,-122.113,287.91469194312793,0.003473251028806585,11,41.18007680562624
2015-01-26,432000.0,2,1.0,960,1.0,0,0,4,7,1916,0,98103,47.661,-122.344,450.0,0.0022222222222222222,11,27.6234210891593
2015-02-09,1695000.0,3,4.0,3910,2.0,0,2,5,10,1933,0,98199,47.6393,-122.408,433.50383631713555,0.0023067846607669616,17,53.22722435571185
2014-08-20,479000.0,4,2.5,2590,2.0,0,0,3,8,2001,0,98038,47.3883,-122.035,184.94208494208493,0.0054070981210855955,11,61.37394160921667
2015-03-20,475000.0,5,2.75,3080,2.0,0,0,3,9,2002,0,98058,47.4501,-122.122,154.2207792207792,0.00648421052631579,12,80.35441632350899
2014-11-19,415000.0,3,1.0,1630,1.0,0,0,3,7,1952,0,98125,47.7293,-122.29,254.60122699386503,0.003927710843373494,10,32.7962337482071
2014-08-26,450000.0,2,1.0,910,1.0,0,0,4,6,1914,0,98117,47.683,-122.374,494.5054945054945,0.002022222222222222,10,11.931476426224958
2014-07-03,1140000.0,3,2.5,2780,1.5,0,1,4,8,1969,0,98075,47.5844,-122.081,410.0719424460432,0.0024385964912280703,13,48.404895201961786
2014-09-15,430000.0,5,3.0,3880,2.0,0,0,3,7,2004,0,98056,47.4806,-122.176,110.82474226804123,0.009023255813953489,10,59.06745939943553
2014-09-03,296000.0,3,1.75,1360,1.0,0,0,5,7,1971,0,98058,47.4351,-122.173,217.64705882352942,0.0045945945945945945,12,67.34141488918706
2014-07-11,303000.0,4,2.25,2560,1.0,0,0,3,7,1976,0,98001,47.34,-122.271,118.359375,0.008448844884488448,10,58.54231249710823
2014-10-21,641000.0,4,2.5,2600,2.0,0,0,3,8,2004,0,98075,47.5971,-122.031,246.53846153846155,0.004056162246489859,11,49.004071623559895
2015-02-10,280000.0,3,2.25,1220,1.0,0,0,3,7,1984,0,98115,47.6952,-122.326,229.50819672131146,0.004357142857142857,10,37.837181326053766
2014-08-05,260750.0,3,2.0,1560,1.0,0,0,3,7,1966,0,98003,47.341,-122.309,167.14743589743588,0.005982742090124641,10,50.61652709017721
2014-11-19,601000.0,4,2.5,2080,2.0,0,0,3,8,2001,0,98075,47.5978,-122.017,288.9423076923077,0.0034608985024958405,11,40.99500300744922
2014-08-28,255000.0,3,1.5,1490,1.0,0,0,4,6,1918,0,98166,47.4683,-122.351,171.14093959731542,0.0058431372549019615,10,49.779068153426174
2014-06-05,555000.0,4,2.75,2020,1.0,0,0,4,8,1976,0,98052,47.6373,-122.104,274.7524752475247,0.00363963963963964,12,56.09124138250128
2014-11-18,865000.0,3,1.5,1530,1.0,0,0,4,8,1955,0,98039,47.6354,-122.234,565.3594771241831,0.00176878612716763,12,37.98408365335678
2014-09-22,1388000.0,4,2.5,3450,1.5,0,0,4,9,1964,0,98004,47.5969,-122.206,402.3188405797101,0.002485590778097983,13,48.842132050155
2014-05-20,315000.0,3,2.25,1400,1.0,0,0,2,7,1987,0,98092,47.3029,-122.069,225.0,0.0044444444444444444,9,30.82172766390598
2014-06-06,200000.0,2,1.0,1730,1.0,0,0,3,7,1962,0,98001,47.2956,-122.285,115.60693641618496,0.00865,10,58.755147365011794
2014-11-17,357000.0,3,1.0,1370,1.0,0,0,3,7,1948,0,98125,47.7195,-122.288,260.5839416058394,0.0038375350140056022,10,31.69504464905381
2014-12-04,390000.0,2,1.5,1050,2.0,0,0,3,8,2007,0,98122,47.6029,-122.309,371.42857142857144,0.002692307692307692,11,31.792208393096743
2014-07-29,462000.0,5,1.75,2840,1.0,0,0,4,7,1954,0,98177,47.764,-122.36,162.67605633802816,0.006147186147186148,11,66.1187711099801
2014-05-16,174500.0,2,1.0,1010,1.0,0,0,3,7,1955,0,98198,47.4166,-122.323,172.77227722772278,0.005787965616045845,10,49.42511451441262
2015-02-10,305000.0,2,1.0,1210,1.5,0,0,3,6,1921,0,98133,47.7225,-122.349,252.06611570247935,0.003967213114754098,9,25.31346874566233
2015-02-05,449000.0,5,1.75,1720,1.0,0,0,4,8,1956,0,98133,47.7365,-122.339,261.04651162790697,0.0038307349665924278,12,58.6822745569796
2014-08-29,260000.0,3,2.0,2710,2.0,0,0,3,6,1951,0,98126,47.5188,-122.373,95.9409594095941,0.010423076923076922,9,51.717716189330496
2014-05-12,751000.0,4,2.5,3110,2.0,0,0,3,9,2004,0,98052,47.701,-122.111,241.47909967845658,0.004141145139813582,12,62.59889881090085
2015-04-01,370037.0,2,1.0,1250,1.0,0,0,4,7,1948,0,98133,47.7284,-122.339,296.0296,0.003378040574320946,11,39.866052838569374
2014-08-25,229950.0,3,1.75,1900,2.0,0,0,4,7,1988,0,98092,47.2769,-122.145,121.02631578947368,0.008262665796912372,11,72.90866608059964
2015-04-22,349000.0,3,1.75,1740,1.0,0,0,3,8,1978,0,98058,47.4451,-122.126,200.57471264367817,0.00498567335243553,11,58.22537361773007
2015-01-20,348000.0,4,2.5,2070,2.0,0,0,3,8,2003,0,98058,47.4498,-122.12,168.1159420289855,0.005948275862068966,11,64.97594040623699
2015-04-17,1220000.0,3,3.25,3030,2.0,0,2,3,9,1905,2005,98144,47.5978,-122.292,402.64026402640263,0.002483606557377049,14,51.81025308841901
2015-01-02,510000.0,4,3.0,3610,2.0,0,0,3,10,1993,0,98023,47.2911,-122.342,141.2742382271468,0.00707843137254902,13,89.49821866469254
2015-03-23,265000.0,3,1.5,1520,1.0,0,0,4,7,1981,0,98023,47.2907,-122.367,174.3421052631579,0.005735849056603774,11,63.5855734974321
2014-10-28,1250000.0,3,2.75,2780,3.0,0,2,3,10,1974,0,98105,47.6569,-122.286,449.64028776978415,0.0022240000000000003,15,51.30939712210244
2015-01-07,937500.0,4,4.0,5545,2.0,0,0,3,11,2003,0,98014,47.676,-121.882,169.07123534715961,0.005914666666666666,14,86.9580807847129
2014-08-05,485000.0,3,1.75,2590,1.0,0,0,4,8,1971,0,98011,47.7739,-122.199,187.25868725868725,0.005340206185567011,12,73.41414889187064
2015-03-20,489000.0,4,1.0,1150,1.5,0,0,3,7,1951,0,98115,47.6806,-122.287,425.2173913043478,0.0023517382413087936,10,13.934900291491232
2015-01-22,400000.0,2,1.0,920,1.0,0,0,5,7,1952,0,98136,47.5569,-122.394,434.7826086956522,0.0023,12,40.68963124045713
2014-06-16,638000.0,3,2.5,2110,2.0,0,0,3,9,2005,0,98052,47.665,-122.082,302.3696682464455,0.0033072100313479625,12,51.45282931568963
2014-06-19,440000.0,3,1.75,1170,1.0,0,0,4,7,1968,0,98052,47.6849,-122.117,376.0683760683761,0.0026590909090909087,11,31.444038310276223
2014-06-25,305000.0,6,2.0,1900,1.0,0,0,2,7,1964,0,98125,47.7037,-122.296,160.52631578947367,0.006229508196721312,9,44.01401934021191
2015-03-19,649950.0,6,2.0,1900,1.0,0,0,2,7,1964,0,98125,47.7037,-122.296,342.07894736842104,0.002923301792445573,9,11.767223430342849
2015-02-13,680000.0,4,2.5,3290,2.0,0,0,3,9,2005,0,98075,47.5961,-121.98,206.68693009118542,0.004838235294117647,12,69.52528570767593
2014-07-14,629000.0,4,2.5,2660,2.0,0,0,3,9,1996,0,98059,47.4911,-122.125,236.46616541353384,0.004228934817170111,12,63.52889464674038
2014-09-04,555000.0,3,2.5,2160,2.0,0,0,3,8,1988,0,98029,47.5751,-122.014,256.94444444444446,0.0038918918918918917,11,46.893073613103226
2014-06-17,669000.0,4,2.75,2700,2.0,0,0,5,8,1976,0,98077,47.7628,-122.094,247.77777777777777,0.004035874439461884,13,67.9093601073428
2014-08-08,272000.0,3,2.5,1980,2.0,0,0,3,8,1994,0,98092,47.2642,-122.213,137.37373737373738,0.0072794117647058815,11,70.89598852542451
2014-06-26,270000.0,4,2.25,2600,1.0,0,0,3,7,1965,0,98178,47.4881,-122.237,103.84615384615384,0.00962962962962963,10,59.407532503585806
2015-01-06,215000.0,3,1.0,1280,1.0,0,0,3,6,1964,0,98003,47.3262,-122.334,167.96875,0.005953488372093023,9,42.47212325914958
2015-04-02,690000.0,3,1.5,1710,1.0,0,0,4,7,1947,0,98040,47.5393,-122.216,403.50877192982455,0.0024782608695652175,11,29.569009392495254
2015-03-05,256000.0,4,1.75,1270,1.0,0,2,3,7,1950,0,98178,47.5051,-122.242,201.5748031496063,0.0049609375,12,70.54319159764957
2015-03-24,255000.0,3,2.25,1890,1.0,0,0,3,7,1981,0,98031,47.4121,-122.172,134.9206349206349,0.007411764705882354,10,56.765604034608806
2014-05-13,550000.0,7,4.0,3440,2.0,0,0,3,7,1970,0,98103,47.6981,-122.349,159.88372093023256,0.0062545454545454545,10,52.12487854531995
2015-05-08,410000.0,3,1.0,1190,1.0,0,0,4,7,1957,0,98146,47.5131,-122.383,344.5378151260504,0.002902439024390244,11,34.024661083607086
2014-11-06,410000.0,2,1.0,1030,1.0,0,0,3,7,1912,0,98136,47.5311,-122.384,398.05825242718447,0.0025121951219512196,10,15.329894045250544
2014-07-16,259000.0,3,1.75,1240,1.0,0,0,3,7,1986,0,98055,47.4728,-122.191,208.8709677419355,0.004787644787644788,10,41.95507333549253
2015-03-27,292000.0,3,1.0,1730,1.0,0,0,3,7,1955,0,98168,47.5024,-122.332,168.78612716763007,0.005924657534246575,10,50.26835700735669
2014-08-12,1648000.0,4,3.5,4610,2.0,0,2,3,11,2003,0,98033,47.6508,-122.203,357.4837310195228,0.0027973300970873787,16,57.38560125850183
2014-11-13,518000.0,5,1.0,1590,1.5,0,0,3,7,1929,0,98116,47.5752,-122.381,325.7861635220126,0.003069498069498069,10,21.481284412159347
2015-03-05,485000.0,3,2.5,1760,2.0,0,0,3,8,1992,0,98029,47.5764,-121.996,275.5681818181818,0.0036288659793814433,11,43.40327580622774
2015-03-03,259500.0,3,2.0,1330,1.0,0,0,3,7,1989,0,98092,47.3128,-122.13,195.11278195488723,0.0051252408477842,10,44.745060843011146
2015-04-23,354000.0,4,2.5,2340,2.0,0,0,3,8,2003,0,98038,47.3773,-122.029,151.28205128205127,0.0066101694915254245,11,68.3986489612733
2015-03-23,999950.0,3,2.25,3740,2.0,0,0,5,8,1966,0,98004,47.6354,-122.196,267.3663101604278,0.0037401870093504673,13,64.21019756627956
2014-06-24,464500.0,3,1.75,1150,1.0,0,0,5,7,1959,0,98006,47.5531,-122.177,403.9130434782609,0.0024757804090419808,12,42.07884143802341
2014-08-25,300000.0,3,2.5,1750,2.0,0,0,3,7,2005,0,98038,47.3605,-122.04,171.42857142857142,0.005833333333333334,10,49.72354601397307
2014-07-01,1080000.0,3,2.75,3890,2.0,0,1,3,8,1967,2010,98118,47.5445,-122.266,277.63496143958866,0.003601851851851852,12,55.57997501503724
2014-07-21,309950.0,4,2.5,1770,2.0,0,0,3,7,1989,0,98023,47.2877,-122.349,175.1129943502825,0.005710598483626391,10,48.835191782723356
2014-09-17,315000.0,3,1.0,1160,1.5,0,0,3,7,1909,0,98106,47.5651,-122.359,271.55172413793105,0.003682539682539682,10,29.599083884699024
2014-07-24,499950.0,3,1.0,1440,1.5,0,0,3,7,1908,0,98115,47.6898,-122.326,347.1875,0.00288028802880288,10,19.209503539536392
2014-07-07,780000.0,4,2.0,2600,1.0,0,2,3,8,1953,0,98119,47.637,-122.371,300.0,0.0033333333333333335,13,58.45787257668995
2014-11-21,885000.0,3,3.25,2640,1.0,0,2,4,8,1976,0,98040,47.5374,-122.213,335.22727272727275,0.0029830508474576268,14,57.15425901078055
2014-05-07,500000.0,2,1.0,1010,1.5,0,0,4,7,1906,1990,98112,47.6224,-122.304,495.0495049504951,0.00202,11,26.4829038078934
2014-12-19,329000.0,3,2.0,1840,1.0,0,2,3,8,1989,0,98003,47.3512,-122.305,178.80434782608697,0.005592705167173252,13,81.80608892796002
2014-10-28,246000.0,4,1.75,1720,1.0,0,0,4,7,1963,0,98058,47.4669,-122.182,143.02325581395348,0.006991869918699187,11,70.00069402674316
2014-12-23,405000.0,3,1.5,1280,1.0,0,0,4,7,1960,0,98033,47.6922,-122.163,316.40625,0.0031604938271604936,11,37.15819182899181
2014-05-29,349000.0,4,1.75,1700,1.0,0,0,5,7,1981,0,98059,47.4801,-122.158,205.2941176470588,0.004871060171919771,12,69.82371720723638
2015-03-23,374950.0,4,2.5,1980,2.0,0,0,3,8,1992,0,98031,47.4038,-122.167,189.36868686868686,0.005280704093879184,11,60.45782630824041
2014-07-29,306000.0,3,2.0,1160,1.0,0,0,3,7,1969,0,98034,47.7279,-122.227,263.7931034482759,0.003790849673202614,10,31.132882987091104
2014-08-05,416000.0,4,1.75,1980,1.0,0,0,4,7,1961,0,98008,47.6226,-122.115,210.1010101010101,0.004759615384615385,11,56.25086753342896
2014-06-23,560000.0,3,2.5,1960,2.0,0,0,4,8,1989,0,98056,47.5315,-122.172,285.7142857142857,0.0035,12,54.11904872067736
2014-06-17,260000.0,3,1.5,1270,1.0,0,0,2,7,1948,0,98155,47.7576,-122.296,204.7244094488189,0.004884615384615385,9,34.85633646416508
2014-05-16,306500.0,3,2.25,2060,1.0,0,0,4,8,1978,0,98003,47.2752,-122.319,148.7864077669903,0.0067210440456769984,12,81.44403831027623
2014-12-11,299950.0,3,1.75,1980,1.0,0,0,4,7,1968,0,98058,47.4474,-122.167,151.489898989899,0.006601100183363894,11,68.35122380049044
2015-04-06,265500.0,3,2.5,1450,1.0,0,0,3,8,1990,0,98092,47.2576,-122.214,183.10344827586206,0.005461393596986818,11,61.71170129088974
2014-08-12,219000.0,3,1.5,1200,1.0,0,0,3,7,1986,0,98001,47.268,-122.245,182.5,0.005479452054794521,10,47.284042011752184
2015-05-05,365000.0,3,1.75,1830,1.0,0,0,3,8,1977,0,98072,47.7427,-122.109,199.45355191256832,0.0050136986301369865,11,58.4486188867811
2014-05-14,499000.0,3,2.0,2090,1.5,0,0,3,7,1959,1998,98010,47.3497,-121.944,238.755980861244,0.004188376753507014,10,36.00148059038541
2014-06-02,366000.0,3,1.75,1510,1.0,0,0,3,7,1967,0,98034,47.7243,-122.222,242.3841059602649,0.00412568306010929,10,35.33405820570953
2015-05-01,514950.0,3,2.25,1310,3.0,0,0,3,8,2014,0,98117,47.6987,-122.366,393.0916030534351,0.002543936304495582,11,30.207513996205986
2014-06-04,875000.0,4,2.75,3790,2.0,0,0,3,10,1999,0,98075,47.5976,-121.983,230.8707124010554,0.004331428571428571,13,71.3297552399019
2015-01-20,831000.0,3,2.25,2240,1.0,0,0,5,8,1957,0,98005,47.5937,-122.172,370.98214285714283,0.00269554753309266,13,51.01906260121224
2014-05-15,689900.0,4,3.25,2740,2.0,0,0,3,9,2003,0,98027,47.5346,-122.066,251.78832116788323,0.0039715900855196405,12,60.43353537222968
2014-07-24,315000.0,3,2.5,1660,2.0,0,0,3,7,1994,0,98038,47.3812,-122.029,189.75903614457832,0.00526984126984127,10,45.80113820385879
2015-04-29,355000.0,0,0.0,2460,2.0,0,0,3,8,1990,0,98031,47.4095,-122.168,144.3089430894309,0.006929577464788732,11,69.73696386434091
2014-06-24,336500.0,3,1.0,1480,1.0,0,0,3,7,1963,0,98133,47.7757,-122.353,227.36486486486487,0.004398216939078751,10,38.239716837088785
2014-05-27,1100000.0,3,2.75,2640,1.5,0,0,5,8,1926,0,98112,47.6332,-122.281,416.6666666666667,0.0024,13,48.08911303382224
2014-08-04,375000.0,6,2.0,1900,1.0,0,0,4,7,1959,0,98133,47.762,-122.335,197.3684210526316,0.005066666666666666,11,58.87891546754268
2014-08-11,289275.0,3,2.0,2860,1.0,0,0,3,9,1985,0,98019,47.7718,-121.904,101.1451048951049,0.0098867859303431,12,86.5937167445519
2014-07-08,455000.0,4,3.5,3440,2.0,0,0,4,8,2002,0,98198,47.4077,-122.331,132.2674418604651,0.007560439560439561,12,84.23633924027205
2014-06-25,505000.0,3,1.75,1640,1.0,0,2,3,8,1975,0,98034,47.7145,-122.222,307.9268292682927,0.0032475247524752474,13,57.41104890575117
2014-07-30,450000.0,3,1.0,1450,1.5,0,0,4,7,1919,0,98126,47.5607,-122.378,310.3448275862069,0.003222222222222222,11,37.90080044417712
2014-06-08,567500.0,3,2.5,2300,2.0,0,0,3,8,2001,0,98065,47.5369,-121.876,246.7391304347826,0.004052863436123349,11,48.950862906584
2014-10-06,265000.0,3,1.5,1460,1.0,0,0,4,7,1955,0,98055,47.4402,-122.195,181.5068493150685,0.0055094339622641505,11,62.054087817517235
2014-12-30,340000.0,3,2.0,1570,1.0,0,0,3,8,2001,0,98014,47.6965,-121.922,216.56050955414014,0.004617647058823529,11,54.99699255077962
2015-04-30,375000.0,3,2.0,1540,1.5,0,0,5,6,1939,0,98019,47.7403,-121.984,243.5064935064935,0.0041066666666666665,11,49.6564567621339
2014-12-26,920000.0,6,3.0,3300,2.0,0,0,3,8,1970,0,98103,47.6557,-122.344,278.7878787878788,0.0035869565217391303,11,42.80525609586823
2014-06-12,850000.0,4,2.25,2130,2.0,0,0,4,9,1972,0,98040,47.5358,-122.225,399.0610328638498,0.0025058823529411764,13,49.02489242585481
2014-12-10,202000.0,3,1.0,1010,1.0,0,0,5,7,1969,0,98042,47.3244,-122.144,200.0,0.005,12,70.87169758941378
2014-09-29,725000.0,4,3.0,2420,1.0,0,0,3,9,1984,0,98077,47.7267,-122.063,299.58677685950414,0.0033379310344827584,12,51.84958127053163
2015-02-06,900000.0,3,3.25,3870,2.0,0,0,3,10,1991,0,98006,47.5589,-122.117,232.5581395348837,0.0043,13,70.94804053116181
2015-02-06,680200.0,2,1.5,1960,1.0,0,0,3,8,1951,0,98103,47.6849,-122.333,347.0408163265306,0.002881505439576595,11,33.78869199093138
2015-04-14,216500.0,3,1.0,1170,1.0,0,0,4,6,1918,0,98022,47.2109,-121.987,185.04273504273505,0.005404157043879907,10,46.78318604543561
2014-12-12,325000.0,3,1.5,1890,1.0,0,0,5,7,1966,0,98003,47.3454,-122.314,171.95767195767195,0.0058153846153846155,12,76.6853282746495
2014-08-12,675000.0,3,2.5,2250,2.0,0,0,3,9,2004,0,98052,47.6651,-122.084,300.0,0.0033333333333333335,12,51.796372553555734
2015-05-12,435000.0,2,0.75,750,1.0,0,1,3,4,1936,0,98034,47.6985,-122.229,580.0,0.0017241379310344827,8,1.2133900892981075
2015-01-22,263500.0,3,1.75,1610,1.0,0,0,4,7,1977,0,98010,47.3429,-122.036,163.66459627329192,0.006110056925996205,11,65.91287650950817
2015-05-07,550000.0,4,2.25,2590,2.0,0,0,3,8,1978,0,98077,47.769,-122.094,212.35521235521236,0.004709090909090909,11,55.82635450886041
2015-04-22,875000.0,3,2.5,2520,2.0,0,1,4,9,1995,0,98116,47.5671,-122.404,347.22222222222223,0.0028799999999999997,14,55.94549576643687
2015-04-11,246600.0,4,1.0,1340,1.0,0,0,5,7,1966,0,98023,47.3313,-122.343,184.02985074626866,0.00543390105433901,12,74.05265349558137
2014-07-01,337000.0,3,2.25,1460,3.0,0,0,3,8,2006,0,98133,47.7145,-122.356,230.82191780821918,0.004332344213649851,11,52.13875908018322
2014-11-11,240000.0,3,1.75,1380,1.0,0,0,3,7,1988,0,98038,47.3628,-122.045,173.91304347826087,0.00575,10,49.133623282283814
2014-09-10,490000.0,3,1.75,1510,1.0,0,0,4,8,1984,0,98005,47.5931,-122.158,324.50331125827813,0.003081632653061225,12,48.721834081339935
2014-08-06,510000.0,5,2.5,2510,1.0,0,0,4,7,1975,0,98027,47.4576,-121.984,203.18725099601593,0.00492156862745098,11,57.69559987044835
2015-03-07,305000.0,3,1.0,910,1.0,0,0,3,7,1971,0,98034,47.726,-122.22,335.16483516483515,0.0029836065573770492,10,20.40901309397122
2015-04-03,350000.0,3,2.5,1970,2.0,0,0,3,7,2003,0,98019,47.7453,-121.984,177.66497461928935,0.005628571428571428,10,48.29500763429417
2015-02-24,284200.0,3,1.75,1540,1.0,0,0,3,7,1959,0,98178,47.4973,-122.252,184.54545454545453,0.005418719211822661,10,46.87803636700134
2015-01-28,357000.0,4,2.5,1980,2.0,0,0,5,7,1995,0,98038,47.3675,-122.019,180.3030303030303,0.005546218487394958,12,74.84615740526534
2014-06-17,854000.0,4,2.75,3150,1.0,0,0,3,10,1986,0,98052,47.7302,-122.106,271.1111111111111,0.003688524590163935,13,63.42941748022024
2015-01-14,1175000.0,4,2.5,4700,2.0,0,0,3,10,1999,0,98075,47.5878,-122.022,250.0,0.004,13,67.41313098598066
2014-10-08,1000000.0,3,2.25,2300,1.0,0,0,4,8,1963,0,98039,47.6322,-122.232,434.7826086956522,0.0023,12,40.68963124045713
2014-11-25,616500.0,4,2.25,1880,2.0,0,0,3,8,1909,1977,98103,47.6864,-122.349,327.9255319148936,0.0030494728304947282,11,35.77592189885716
2014-11-25,750000.0,4,2.75,2640,2.0,0,0,5,7,1911,0,98117,47.6783,-122.363,284.09090909090907,0.00352,12,54.42789062138528
2014-10-07,650000.0,6,4.5,3900,2.0,0,0,3,8,1979,0,98052,47.6612,-122.137,166.66666666666666,0.006,11,65.26396150464998
2014-07-15,275000.0,4,2.25,2670,1.0,0,0,4,8,1962,0,98032,47.3792,-122.28,102.99625468164794,0.009709090909090909,12,86.54513487253041
2014-10-03,540000.0,4,1.75,1840,1.0,0,0,4,7,1918,0,98105,47.6681,-122.32,293.4782608695652,0.0034074074074074076,11,40.218849766344334
2014-08-14,225000.0,3,1.0,1120,1.0,0,0,4,6,1961,0,98001,47.2886,-122.274,200.89285714285714,0.004977777777777778,10,43.58603618192755
2015-04-09,845000.0,4,2.5,2970,2.0,0,0,3,10,1991,0,98006,47.562,-122.114,284.5117845117845,0.003514792899408284,13,61.02230139268033
2015-03-12,490000.0,3,2.25,1410,1.0,0,0,5,6,1923,0,98126,47.523,-122.371,347.5177304964539,0.0028775510204081633,11,33.719289316615
2014-12-09,753000.0,4,2.5,3060,2.0,0,0,3,9,2005,0,98029,47.5521,-121.989,246.07843137254903,0.0040637450199203186,12,61.642298616573356
2015-02-09,475000.0,3,1.75,2490,1.0,0,0,3,7,1972,0,98034,47.726,-122.198,190.76305220883535,0.005242105263157894,10,45.58714662471661
2014-10-03,124000.0,1,0.75,840,1.5,0,0,3,6,1949,0,98168,47.4756,-122.301,147.61904761904762,0.0067741935483870966,9,46.5992689584972
2015-04-24,224000.0,1,0.75,840,1.5,0,0,3,6,1949,0,98168,47.4756,-122.301,266.6666666666667,0.00375,9,22.59751075741452
2014-08-14,485000.0,2,1.0,1130,1.0,0,0,4,7,1916,0,98117,47.6862,-122.378,429.20353982300884,0.0023298969072164948,11,28.34867903576551
2014-06-24,230000.0,4,1.75,1850,1.0,0,0,4,6,1944,0,98178,47.4923,-122.247,124.32432432432432,0.008043478260869565,10,58.04724008698469
2014-11-05,372000.0,4,2.75,2330,1.0,0,0,3,7,1980,0,98031,47.4193,-122.194,159.656652360515,0.006263440860215054,10,52.180400684773055
2015-05-07,306000.0,4,2.5,1880,2.0,0,0,4,7,1990,0,98042,47.3584,-122.089,162.7659574468085,0.006143790849673203,11,66.0979503076852
2014-08-27,905000.0,4,3.5,2980,2.0,0,0,3,9,2008,0,98115,47.6768,-122.326,303.69127516778525,0.003292817679558011,12,51.29783000971637
2015-03-26,440000.0,4,1.0,1440,1.0,0,0,3,7,1950,0,98116,47.571,-122.392,305.55555555555554,0.003272727272727273,10,23.930042104289086
2015-04-28,280000.0,3,1.75,1630,1.0,0,0,4,7,1977,0,98042,47.3605,-122.12,171.77914110429447,0.005821428571428572,11,64.20557072132513
2014-07-29,435000.0,3,2.5,1778,2.0,0,0,3,7,1999,0,98014,47.6811,-121.915,244.65691788526433,0.004087356321839081,10,34.83435895063157
2014-06-24,425000.0,3,2.5,1930,2.0,0,0,3,8,1990,0,98029,47.5791,-122.001,220.20725388601036,0.004541176470588235,11,54.29833896266136
2014-08-26,204950.0,2,0.75,1130,1.0,0,0,3,7,1956,0,98188,47.4526,-122.284,181.3716814159292,0.0055135398877775065,10,47.51422754823486
2014-07-14,670000.0,2,1.75,1650,1.0,0,0,4,7,1959,0,98033,47.6871,-122.207,406.06060606060606,0.0024626865671641793,11,29.418636931476428
2014-05-07,475000.0,2,1.0,820,1.0,0,0,3,7,1921,0,98103,47.6623,-122.339,579.2682926829268,0.0017263157894736843,10,10.737750427983158
2015-03-20,352000.0,5,2.5,2900,1.0,0,0,3,7,1964,0,98168,47.4935,-122.332,121.37931034482759,0.008238636363636363,10,58.317910516818586
2015-04-09,575000.0,4,1.75,2330,1.0,0,2,4,7,1961,0,98008,47.6148,-122.113,246.78111587982832,0.0040521739130434786,13,68.1407023550641
2014-11-26,1730000.0,4,3.5,4440,2.0,0,2,5,10,1965,0,98040,47.5472,-122.235,389.63963963963965,0.002566473988439306,17,55.50594549576644
2014-10-13,491000.0,3,2.0,1660,2.0,0,3,3,8,1950,1990,98108,47.5552,-122.296,295.7831325301205,0.003380855397148676,14,62.1026696895387
2014-07-09,750000.0,4,2.5,3020,2.0,0,0,3,9,2004,0,98075,47.5982,-121.98,248.34437086092714,0.004026666666666667,12,61.112524869291626
2014-05-27,830000.0,4,2.5,1850,1.0,0,0,3,8,1978,0,98052,47.6535,-122.119,448.64864864864865,0.0022289156626506025,11,27.676629806135196
2015-01-09,1140000.0,6,3.75,5960,2.0,0,4,3,10,2005,0,98065,47.5398,-121.869,191.2751677852349,0.005228070175438596,17,85.06107435339842
2014-07-09,137124.0,3,1.0,960,1.0,0,0,4,6,1970,0,98058,47.4676,-122.134,142.8375,0.00700096263236195,10,55.490908249664564
2014-08-13,225000.0,4,1.0,1150,1.5,0,0,3,6,1907,0,98118,47.562,-122.283,195.65217391304347,0.005111111111111111,9,36.68047008744737
2014-06-22,732600.0,4,2.5,2130,1.0,0,0,4,7,1963,0,98005,47.605,-122.167,343.943661971831,0.0029074529074529076,11,34.10100402535511
2015-03-16,818000.0,4,2.25,2460,2.0,0,0,4,8,1984,0,98006,47.548,-122.154,332.520325203252,0.0030073349633251835,12,47.79993522417064
2014-08-20,431000.0,3,2.25,2360,1.0,0,0,4,9,1978,0,98042,47.3856,-122.158,182.6271186440678,0.005475638051044084,13,81.00795817332161
2014-10-02,304000.0,2,2.25,1320,3.0,0,0,3,7,1996,0,98133,47.7039,-122.344,230.3030303030303,0.0043421052631578945,10,37.691435709989356
2014-10-21,650000.0,5,2.0,1910,1.0,0,0,3,7,1908,0,98112,47.6236,-122.306,340.31413612565444,0.0029384615384615387,10,19.911627261370473
2015-04-10,450000.0,2,2.0,1610,2.0,0,0,4,8,1977,0,98052,47.6644,-122.13,279.5031055900621,0.0035777777777777782,12,55.21561097487624
2014-08-22,269000.0,4,1.0,1610,1.0,0,0,3,7,1958,0,98056,47.5104,-122.165,167.08074534161491,0.005985130111524163,10,50.62578078008606
2014-12-31,875000.0,3,1.0,1160,1.0,0,0,3,7,1953,0,98004,47.6391,-122.205,754.3103448275862,0.0013257142857142858,10,9.914172026095407
2015-04-29,890000.0,4,2.25,2870,1.0,0,0,4,8,1977,0,98040,47.5787,-122.245,310.10452961672473,0.0032247191011235956,12,50.47425160782863
