date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,price_per_sqft,affordability_score,quality_score,investment_score,address
2015-01-08,395000.0,4,2.25,1780,2.0,0,0,4,8,1964,0,98072,47.762,-122.11,221.91011235955057,0.004506329113924,12,66.45190394669875,"18510 171st Pl NE, Woodinville, WA 98072, USA"
2014-05-22,320000.0,3,2.0,1110,1.0,0,0,5,7,1978,0,98045,47.4456,-121.773,288.2882882882883,0.00346875,12,53.65173738028039,"17040 426th Ave SE, North Bend, WA 98045, USA"
2015-04-16,300000.0,4,2.5,2500,2.0,0,0,3,8,2003,0,98042,47.3666,-122.122,120.0,0.0083333333333333,11,72.98385231110906,"16425 SE 262nd Pl, Covington, WA 98042, USA"
2014-05-20,320000.0,3,1.75,1480,1.0,0,0,4,7,1965,0,98056,47.513,-122.185,216.21621621621625,0.004625,11,55.08490260491371,"2525 NE 24th St, Renton, WA 98056, USA"
2015-05-07,625000.0,3,2.25,2570,1.0,0,0,3,9,1979,0,98053,47.6854,-122.079,243.1906614785992,0.004112,12,62.24841530560311,"9432 195th Ave NE, Redmond, WA 98053, USA"
2015-04-10,505000.0,2,1.0,810,1.0,0,0,3,6,1941,0,98116,47.5635,-122.394,623.4567901234568,0.0016039603960396,9,2.437190579743673,"4441 48th Ave SW, Seattle, WA 98116, USA"
2014-06-13,300000.0,4,2.5,2700,1.0,0,0,4,8,1966,0,98030,47.369,-122.177,111.11111111111111,0.009,12,86.143756072734,"12235 SE 259th Pl, Kent, WA 98030, USA"
2015-02-12,363000.0,4,2.5,2180,2.0,0,0,3,8,2004,0,98042,47.3673,-122.072,166.5137614678899,0.0060055096418732,11,65.32989404525054,"20211 SE 261st Ct, Covington, WA 98042, USA"
2014-08-08,1700000.0,4,3.5,4330,2.0,0,0,4,11,1988,0,98040,47.5315,-122.231,392.6096997690531,0.0025470588235294,15,53.91084069772823,"8113 SE 79th Pl, Mercer Island, WA 98040, USA"
2014-05-15,1146800.0,4,3.5,4210,2.0,0,0,3,10,2006,0,98008,47.5905,-122.117,272.3990498812352,0.0036710847575863,13,63.18997825382871,"2234 167th Ave SE, Bellevue, WA 98008, USA"
2015-03-17,680000.0,4,2.5,2880,1.0,0,0,3,8,1977,0,98052,47.6658,-122.139,236.11111111111111,0.004235294117647,11,51.0849951418128,"6714 151st Ave NE, Redmond, WA 98052, USA"
2014-12-09,678940.0,5,2.25,2610,2.0,0,0,5,7,1909,0,98115,47.6757,-122.309,260.13026819923374,0.0038442277668129,12,58.867348355156615,"6329 18th Ave NE, Seattle, WA 98115, USA"
2015-01-20,299000.0,3,1.75,2010,1.0,0,0,4,7,1984,0,98031,47.4171,-122.202,148.75621890547265,0.0067224080267558,11,68.91801230740757,"10409 SE 206th Pl, Kent, WA 98031, USA"
2014-05-06,379900.0,4,1.75,1500,1.0,0,0,4,7,1955,0,98028,47.7373,-122.241,253.26666666666668,0.0039484074756514,11,47.62989867209549,"15002 75th Ave NE, Kenmore, WA 98028, USA"
2014-06-13,205000.0,3,1.0,1290,1.0,0,0,5,7,1976,0,98023,47.3004,-122.377,158.91472868217053,0.0062926829268292,12,79.44177115624855,"33608 35th Ave SW, Federal Way, WA 98023, USA"
2014-05-20,387500.0,4,1.0,1320,1.5,0,0,3,7,1929,0,98122,47.6145,-122.295,293.56060606060606,0.0034064516129032,10,25.648915004858186,"1509 29th Ave, Seattle, WA 98122, USA"
2015-02-04,256000.0,3,1.0,1290,1.0,0,0,3,6,1948,0,98106,47.5186,-122.358,198.4496124031008,0.0050390625,9,36.11368158053024,"9415 18th Ave SW, Seattle, WA 98106, USA"
2014-07-01,548000.0,4,2.5,2440,2.0,0,0,3,9,1994,0,98056,47.5318,-122.176,224.59016393442624,0.0044525547445255,12,65.95798824781382,"12219 SE 80th Way, Newcastle, WA 98056, USA"
2015-02-24,163000.0,3,1.75,1290,1.0,0,0,3,7,1996,0,98032,47.3912,-122.234,126.35658914728684,0.0079141104294478,10,57.82168139545644,"931 1st Ave N, Kent, WA 98032, USA"
2015-01-22,367500.0,2,2.0,1030,2.0,0,0,3,8,2004,0,98116,47.5788,-122.41,356.79611650485435,0.0028027210884353,11,32.95123305418035,"2721 60th Ave SW, Seattle, WA 98116, USA"
2014-07-14,390000.0,3,2.25,1640,2.0,0,0,3,6,1983,0,98118,47.5686,-122.286,237.8048780487805,0.0042051282051282,9,28.197149863508077,"3838 37th Ave S, Seattle, WA 98118, USA"
2014-08-01,415000.0,4,2.5,1160,1.0,0,0,4,7,1989,0,98155,47.7643,-122.295,357.7586206896552,0.0027951807228915,11,32.82052468421783,"18719 Ballinger Way NE, Lake Forest Park, WA 98155, USA"
2014-10-22,449000.0,4,2.25,2230,2.0,0,0,4,8,1968,0,98011,47.7558,-122.217,201.34529147982065,0.0049665924276169,12,70.59640031462547,"17523 93rd Ave NE, Bothell, WA 98011, USA"
2014-07-16,460000.0,5,2.0,1910,1.0,0,0,4,7,1963,0,98007,47.601,-122.134,240.83769633507853,0.0041521739130434,11,50.16425299588211,"15405 SE 10th St, Bellevue, WA 98007, USA"
2014-12-23,395000.0,4,2.0,1980,1.0,0,0,3,7,1977,0,98053,47.638,-121.968,199.4949494949495,0.0050126582278481,10,43.875213991579145,"27717 NE 34th St, Redmond, WA 98053, USA"
2015-01-20,300000.0,3,2.0,1470,1.0,0,0,3,7,1961,0,98042,47.3617,-122.061,204.08163265306123,0.0049,10,42.97297922546616,"21015 SE 268th St, Covington, WA 98042, USA"
2015-03-11,345000.0,3,1.75,1520,1.0,0,0,4,7,1969,0,98055,47.457,-122.208,226.97368421052636,0.0044057971014492,11,52.90681534261788,"749 S 25th St, Renton, WA 98055, USA"
2015-01-02,825000.0,3,1.75,1930,1.0,0,0,4,7,1953,0,98004,47.6313,-122.204,427.4611398963731,0.0023393939393939,11,28.40535788645722,"10222 NE 23rd St, Bellevue, WA 98004, USA"
2015-03-27,539950.0,3,2.5,1330,3.0,0,0,3,8,2014,0,98117,47.6987,-122.365,405.97744360902254,0.002463191036207,11,29.42904733262388,"9525 7th Ave NW, Seattle, WA 98117, USA"
2014-06-16,410000.0,4,2.0,1580,1.0,0,0,3,7,1953,0,98033,47.692,-122.165,259.493670886076,0.0038536585365853,10,31.85814093369731,"10221 132nd Ave NE, Kirkland, WA 98033, USA"
2014-08-01,245000.0,3,1.0,1370,1.0,0,0,3,7,1955,0,98146,47.4879,-122.339,178.83211678832117,0.0055918367346938,10,48.03937445056216,"12818 4th Ave SW, Burien, WA 98146, USA"
2014-08-19,482000.0,4,2.75,3010,1.0,0,0,4,8,1973,0,98034,47.7336,-122.183,160.1328903654485,0.0062448132780082,12,79.15837690279,"11736 NE 145th St, Kirkland, WA 98034, USA"
2014-08-11,270000.0,3,1.75,1390,1.0,0,0,4,7,1978,0,98045,47.4469,-121.772,194.2446043165468,0.0051481481481481,11,59.49312913524268,"42614 SE 170th St, North Bend, WA 98045, USA"
2014-12-26,475000.0,3,1.75,1330,1.0,0,0,3,7,1983,0,98052,47.6599,-122.135,357.1428571428572,0.0028,10,18.33734326562717,"15406 NE 59th Way, Redmond, WA 98052, USA"
2014-10-14,445800.0,3,2.0,1320,1.0,0,0,3,7,1947,0,98125,47.7119,-122.319,337.72727272727275,0.0029609690444145,10,20.160320177670847,"901 NE 115th St, Seattle, WA 98125, USA"
2015-02-19,518000.0,4,3.0,2430,1.0,0,0,4,7,1978,0,98034,47.7307,-122.228,213.1687242798354,0.0046911196911196,11,55.67598204784158,"8425 NE 143rd Pl, Bothell, WA 98011, USA"
2014-08-12,785000.0,2,0.75,1260,1.5,0,2,4,6,1942,0,98033,47.6843,-122.212,623.015873015873,0.0016050955414012,12,37.50520520057373,"402 10th Ave W, Kirkland, WA 98033, USA"
2015-02-26,430000.0,3,2.5,1690,2.0,0,0,3,8,2004,0,98136,47.5404,-122.387,254.4378698224852,0.0039302325581395,11,47.39392957941979,"7008 California Ave SW, Seattle, WA 98136, USA"
2014-05-30,715000.0,4,1.75,3420,1.0,0,3,5,8,1947,0,98125,47.7081,-122.277,209.0643274853801,0.0047832167832167,16,80.99176421598112,"10718 Exeter Ave NE, Seattle, WA 98125, USA"
2014-10-09,560000.0,3,1.5,2790,1.0,0,2,3,8,1955,0,98125,47.7328,-122.288,200.7168458781362,0.0049821428571428,13,77.39901910886967,"14326 37th Ave NE, Seattle, WA 98125, USA"
2014-11-07,449000.0,3,1.75,1270,1.5,0,0,5,7,1903,0,98144,47.5976,-122.295,353.54330708661416,0.0028285077951002,12,45.75255633183732,"512 29th Ave S, Seattle, WA 98144, USA"
2014-10-08,805000.0,4,2.5,2910,2.0,0,0,3,9,1989,0,98006,47.5451,-122.142,276.6323024054983,0.0036149068322981,12,55.74422801091936,"14904 SE 65th St, Bellevue, WA 98006, USA"
2014-09-24,296000.0,3,2.5,1560,2.0,0,0,3,7,2003,0,98038,47.3851,-122.029,189.74358974358972,0.0052702702702702,10,45.80807847129043,"23417 SE 242nd St, Maple Valley, WA 98038, USA"
2014-06-25,275000.0,2,1.0,770,1.0,0,0,4,7,1927,0,98126,47.551,-122.376,357.1428571428572,0.0028,11,32.898024337204454,"5628 35th Ave SW, Seattle, WA 98126, USA"
2015-01-12,419950.0,3,1.75,1770,1.0,0,0,5,8,1977,0,98058,47.4458,-122.134,237.2598870056497,0.0042147874746993,13,70.03539536390136,"15517 SE 175th Ct, Renton, WA 98058, USA"
2014-10-02,285000.0,3,1.75,1100,2.0,0,0,3,7,2008,0,98106,47.5601,-122.363,259.09090909090907,0.003859649122807,10,31.932170452968123,"4733 Delridge Wy SW, Seattle, WA 98106, USA"
2014-07-21,775000.0,3,2.5,2890,2.0,0,0,3,10,1996,0,98075,47.5785,-122.054,268.166089965398,0.0037290322580645,13,64.04825799287465,"21335 SE 34th Pl, Sammamish, WA 98075, USA"
2015-04-28,288250.0,3,1.75,2110,1.0,0,0,3,7,1963,0,98178,47.4861,-122.226,136.61137440758293,0.0073200346921075,10,56.48105306991162,"8439 S 130th St, Renton, WA 98057, USA"
2015-04-27,257000.0,2,1.75,1220,1.0,0,0,4,6,1909,0,98144,47.592,-122.295,210.65573770491804,0.0047470817120622,10,41.59649285152455,"2911 S Judkins St, Seattle, WA 98144, USA"
2014-08-25,377000.0,1,1.0,950,1.5,0,0,3,6,1929,0,98115,47.6968,-122.297,396.8421052631579,0.0025198938992042,9,7.427242863091658,"2742 NE 94th St, Seattle, WA 98115, USA"
2015-05-12,550000.0,2,1.0,1420,1.0,0,0,3,7,1924,0,98107,47.6737,-122.365,387.32394366197184,0.0025818181818181,10,16.057465414333965,"6042 7th Ave NW, Seattle, WA 98107, USA"
2014-06-24,339000.0,3,1.0,1100,1.0,0,0,4,7,1942,0,98126,47.5296,-122.379,308.1818181818182,0.003244837758112,11,38.17494100772683,"8202 37th Ave SW, Seattle, WA 98126, USA"
2014-11-06,481500.0,3,1.75,2140,1.0,0,0,3,7,1948,0,98117,47.6913,-122.366,225.0,0.0044444444444444,10,38.79146809790404,"659 NW 86th St, Seattle, WA 98117, USA"
2014-11-07,224500.0,3,1.75,1300,1.0,0,0,4,7,1980,0,98022,47.1983,-122.0,172.69230769230768,0.0057906458797327,11,64.00661638828483,"2363 Paramount Dr, Enumclaw, WA 98022, USA"
2014-08-26,260000.0,3,1.0,1790,1.0,0,0,3,7,1951,0,98031,47.3887,-122.22,145.2513966480447,0.0068846153846153,10,54.95766436866701,"804 Alvord Ave N, Kent, WA 98031, USA"
2015-04-23,865000.0,2,1.0,1470,1.5,0,0,3,8,1912,0,98119,47.6391,-122.36,588.4353741496599,0.0016994219653179,11,25.21052144542637,"2221 2nd Ave W, Seattle, WA 98119, USA"
2015-05-05,730000.0,5,3.0,2500,1.0,0,0,4,8,1971,0,98006,47.5696,-122.127,292.0,0.0034246575342465,12,52.97853143941147,"4226 160th Ave SE, Bellevue, WA 98006, USA"
2015-03-26,550000.0,2,1.0,980,1.5,0,0,3,7,1910,1946,98103,47.6646,-122.339,561.2244897959183,0.0017818181818181,10,10.94595845093231,"4906 Woodlawn Ave N, Seattle, WA 98103, USA"
2014-08-20,645000.0,3,2.0,2130,2.0,0,0,3,7,1908,0,98115,47.6741,-122.323,302.8169014084507,0.0033023255813953,10,24.302503123120346,"6062 5th Ave NE, Seattle, WA 98115, USA"
2014-10-08,250000.0,3,1.75,1360,1.0,0,0,3,7,1978,0,98155,47.7583,-122.306,183.8235294117647,0.00544,10,47.01799842687272,"2409 NE 178th St, Shoreline, WA 98155, USA"
2015-01-22,507200.0,3,3.5,1630,2.0,0,0,3,9,2000,0,98122,47.6159,-122.306,311.16564417177915,0.0032137223974763,12,50.35395363901356,"1620 20th Ave, Seattle, WA 98122, USA"
2014-08-12,380000.0,4,2.5,2500,1.0,0,2,4,8,1964,0,98003,47.336,-122.334,152.0,0.006578947368421,14,90.46754268264468,"29628 1st Ave S, Federal Way, WA 98003, USA"
2014-08-14,540000.0,4,1.75,2260,1.0,0,2,3,8,1971,0,98074,47.6555,-122.086,238.93805309734512,0.0041851851851851,13,69.72886688567066,"5304 190th Pl NE, Sammamish, WA 98074, USA"
2014-06-17,738500.0,3,2.5,2300,1.0,0,0,3,8,2005,0,98053,47.7067,-122.013,321.0869565217391,0.0031144211238997,11,36.56017211863231,"12115 Big Leaf Way NE, Redmond, WA 98053, USA"
2015-01-29,206000.0,3,1.0,1060,1.0,0,0,4,7,1980,0,98038,47.365,-122.028,194.33962264150944,0.0051456310679611,11,59.47809188914079,"23428 SE 264th St, Maple Valley, WA 98038, USA"
2015-03-17,265000.0,2,1.0,940,1.0,0,0,3,6,1948,0,98155,47.7523,-122.311,281.9148936170213,0.0035471698113207,9,19.765881645306067,"1548 NE 170th St, Shoreline, WA 98155, USA"
2015-01-20,190000.0,1,0.75,780,1.0,0,0,1,5,1945,0,98058,47.4396,-122.104,243.5897435897436,0.0041052631578947,6,25.26835700735668,"18043 E Lake Desire Dr SE, Renton, WA 98058, USA"
2014-06-28,339900.0,3,1.0,1200,1.0,0,0,5,7,1969,0,98056,47.5234,-122.177,283.25,0.0035304501323918,12,54.57594965992689,"12234 SE May Creek Park Dr, Newcastle, WA 98056, USA"
2014-12-26,250000.0,6,2.5,2590,1.0,0,0,4,7,1970,0,98042,47.4126,-122.165,96.52509652509652,0.01036,11,74.22963031508813,"21056 132nd Ave SE, Kent, WA 98042, USA"
2014-08-01,416500.0,3,1.0,1100,1.0,0,0,4,7,1965,0,98136,47.5309,-122.382,378.6363636363636,0.002641056422569,11,31.24624068847453,"3900 SW Elmgrove St, Seattle, WA 98136, USA"
2015-04-07,575000.0,4,2.5,2890,2.0,0,2,3,8,2004,0,98065,47.5339,-121.854,198.96193771626295,0.0050260869565217,13,77.73909221301994,"36424 SE Isley St, Snoqualmie, WA 98065, USA"
2014-06-09,385000.0,3,1.75,1230,1.0,0,0,3,7,1987,0,98034,47.7316,-122.224,313.0081300813008,0.0031948051948051,10,23.015083514551428,"14407 88th Ave NE, Bothell, WA 98011, USA"
2014-10-09,253000.0,3,1.0,1030,1.0,0,0,3,7,1960,1997,98056,47.4988,-122.168,245.63106796116503,0.0040711462450592,10,34.633091195114055,"1006 Redmond Ave NE, Renton, WA 98056, USA"
2014-09-02,460000.0,3,1.0,1140,1.0,0,0,3,7,1942,0,98103,47.6897,-122.337,403.50877192982455,0.0024782608695652,10,15.008328320917968,"8235 Wallingford Ave N, Seattle, WA 98103, USA"
2014-08-07,1445000.0,4,2.5,3200,3.0,0,3,4,9,1997,0,98119,47.632,-122.369,451.5625,0.0022145328719723,16,52.09249063063896,"1428 9th Ave W, Seattle, WA 98119, USA"
2015-03-04,492000.0,2,1.0,950,1.0,0,0,3,7,1942,0,98115,47.6897,-122.294,517.8947368421053,0.001930894308943,10,11.535881182621573,"3122 NE 84th St, Seattle, WA 98115, USA"
2014-10-16,275000.0,4,2.0,1960,1.0,0,2,4,7,1972,0,98022,47.1924,-121.988,140.30612244897958,0.0071272727272727,13,89.64512099199555,"751 Warner Ave, Enumclaw, WA 98022, USA"
2014-05-21,542500.0,5,3.25,3010,1.5,0,0,5,8,1931,0,98027,47.4564,-122.004,180.2325581395349,0.0055483870967741,13,81.51691111830843,"16200 252nd Ave SE, Issaquah, WA 98027, USA"
2014-07-01,345000.0,2,1.0,1080,1.0,0,0,3,6,1955,0,98136,47.5447,-122.394,319.44444444444446,0.0031304347826086,9,14.232175079813077,"6435 Marshall Ave SW, Seattle, WA 98136, USA"
2015-04-21,575000.0,4,2.75,2730,1.0,0,0,3,8,1979,0,98072,47.7726,-122.139,210.62271062271063,0.0047478260869565,11,56.16180076805626,"15019 NE 201st St, Woodinville, WA 98072, USA"
2015-05-04,275000.0,5,2.5,2570,1.0,0,0,3,7,1959,0,98133,47.7753,-122.355,107.00389105058366,0.0093454545454545,10,59.271040577430256,"20042 Greenwood Ave N, Shoreline, WA 98133, USA"
2014-07-22,510000.0,6,4.5,3300,2.0,0,0,3,8,1980,0,98052,47.6795,-122.104,154.54545454545453,0.0064705882352941,11,67.76361449127839,"8543 Avondale Rd NE, Redmond, WA 98052, USA"
2015-04-01,2538000.0,4,3.5,4350,2.0,0,0,5,10,1908,0,98112,47.6277,-122.286,583.448275862069,0.0017139479905437,15,48.91847499190302,"1009 37th Ave E, Seattle, WA 98112, USA"
2014-09-09,830000.0,3,3.5,3820,2.0,0,3,3,9,1999,0,98045,47.4419,-121.736,217.27748691099475,0.0046024096385542,15,78.54300652385139,"17410 453rd Ave SE, North Bend, WA 98045, USA"
2014-11-21,640000.0,4,2.5,2260,2.0,0,0,3,9,2004,0,98052,47.7047,-122.128,283.1858407079646,0.00353125,12,54.58983019479018,"15832 NE 117th St, Redmond, WA 98052, USA"
2014-10-14,702000.0,4,2.75,3880,2.0,0,0,3,7,2004,0,98053,47.6777,-122.035,180.9278350515464,0.0055270655270655,10,47.61833155970943,"Ridgewood, 22814 NE 84th Pl, Redmond, WA 98053, USA"
2014-11-19,960000.0,3,2.5,2010,1.0,0,0,4,9,1955,0,98102,47.6402,-122.314,477.6119402985075,0.00209375,13,45.97580160088835,"2328 Delmar Dr E, Seattle, WA 98102, USA"
2015-04-29,190000.0,3,1.0,950,1.0,0,0,3,7,1983,0,98092,47.3188,-122.174,200.0,0.005,10,43.77805024753621,"31603 126th Ave SE, Auburn, WA 98092, USA"
2014-10-09,500000.0,3,2.25,1730,1.0,0,0,4,8,1988,0,98052,47.6809,-122.119,289.01734104046244,0.00346,12,53.51408874288622,"8820 166th Ave NE, Redmond, WA 98052, USA"
2014-07-14,529000.0,3,2.5,3070,2.0,0,0,3,9,1995,0,98059,47.4724,-122.147,172.31270358306188,0.0058034026465028,12,76.62286586776477,"14521 144th Pl SE, Newcastle, WA 98059, USA"
2014-06-13,435000.0,3,1.75,1500,1.0,0,0,3,7,1997,0,98034,47.7293,-122.227,290.0,0.0034482758620689,10,26.25156156017212,"8528 NE 142nd St, Bothell, WA 98011, USA"
2015-03-03,670000.0,3,1.75,2160,1.0,0,0,4,8,1954,0,98136,47.5346,-122.391,310.1851851851852,0.0032238805970149,12,50.45690093924953,"7559 45th Ave SW, Seattle, WA 98136, USA"
2015-05-07,365000.0,3,2.25,1960,2.0,0,0,3,7,2003,0,98118,47.5419,-122.289,186.2244897959184,0.0053698630136986,10,46.526396150465,"6707 34th Pl S, Seattle, WA 98118, USA"
2014-12-04,1270000.0,5,3.0,3950,1.0,0,0,3,9,1953,2002,98004,47.6363,-122.207,321.5189873417722,0.0031102362204724,12,49.03761624947949,"10004 NE 28th Pl, Bellevue, WA 98004, USA"
2014-09-25,465000.0,3,1.0,1100,1.5,0,0,4,6,1915,0,98024,47.5697,-121.898,422.7272727272728,0.0023655913978494,10,14.037847591727202,"4137 John St, Fall City, WA 98024, USA"
2015-01-07,285000.0,3,1.5,1400,1.0,0,0,3,7,1956,0,98148,47.4536,-122.33,203.57142857142856,0.0049122807017543,10,43.07014296950909,"16711 3rd Ave S, Burien, WA 98148, USA"
2015-02-05,219950.0,3,1.0,1020,1.5,0,0,3,6,1926,0,98118,47.5328,-122.275,215.6372549019608,0.0046374175949079,9,32.68056262434646,"4608 S Chicago St, Seattle, WA 98118, USA"
2014-11-17,220000.0,3,1.5,1600,1.0,0,0,4,7,1962,0,98001,47.2925,-122.284,137.5,0.0072727272727272,11,70.88095127932263,"3910 S 345th St, Auburn, WA 98001, USA"
2014-07-09,1465000.0,6,4.5,4230,2.0,0,3,4,8,1916,0,98119,47.6301,-122.369,346.3356973995272,0.0028873720136518,15,57.533660297043454,"1206 Olympic Way W, Seattle, WA 98119, USA"
2014-10-20,1112750.0,5,3.5,3090,2.0,0,0,3,9,2000,0,98112,47.6217,-122.309,360.1132686084142,0.0027769040665019,12,45.14412622033036,"341 18th Ave E, Seattle, WA 98112, USA"
2015-04-17,694000.0,2,2.5,2320,1.0,0,0,3,8,2007,0,98053,47.7226,-122.03,299.13793103448273,0.003342939481268,11,39.38486096330912,"13751 231st Ln NE, Redmond, WA 98053, USA"
2015-04-03,620000.0,3,2.5,2440,2.0,0,0,3,9,1988,0,98029,47.5634,-122.016,254.0983606557377,0.0039354838709677,12,59.99629852403646,"4536 242nd Ave SE, Issaquah, WA 98029, USA"
2014-08-21,415000.0,3,1.0,2020,1.0,0,0,3,6,1949,0,98028,47.7552,-122.229,205.44554455445544,0.004867469879518,9,34.71753111553232,"17516 83rd Pl NE, Kenmore, WA 98028, USA"
2015-02-23,765000.0,3,3.0,3270,2.0,0,0,3,10,1992,0,98053,47.6692,-122.028,233.9449541284404,0.0042745098039215,13,70.68778050247536,"23233 NE 73rd St, Redmond, WA 98053, USA"
2014-07-15,864000.0,4,1.75,2260,1.0,0,0,5,8,1948,0,98115,47.6753,-122.278,382.3008849557522,0.0026157407407407,13,50.1630962846435,"6250 Vassar Ave NE, Seattle, WA 98115, USA"
2014-12-04,385000.0,5,2.0,2020,2.0,0,0,3,7,1950,0,98144,47.5799,-122.305,190.59405940594056,0.0052467532467532,10,45.614907694443154,"2602 21st Ave S, Seattle, WA 98144, USA"
2015-01-13,725000.0,3,1.0,1000,1.0,0,0,3,7,1951,0,98033,47.6745,-122.197,725.0,0.0013793103448275,10,9.962753898116874,"535 1st Ave S, Kirkland, WA 98033, USA"
2014-06-17,545000.0,4,2.25,2030,1.0,0,0,4,7,1967,0,98052,47.6561,-122.13,268.4729064039409,0.0037247706422018,11,44.79826955998705,"15703 NE 54th St, Redmond, WA 98052, USA"
2015-04-11,299900.0,3,1.75,1730,1.0,0,0,4,9,1988,0,98042,47.3747,-122.164,173.35260115606937,0.0057685895298432,13,83.03914310831443,"13234 SE 253rd Pl, Kent, WA 98042, USA"
2015-05-07,639500.0,3,1.75,2010,1.0,0,0,4,8,1974,0,98052,47.6327,-122.097,318.1592039800995,0.0031430805316653,12,49.456345717854994,"2522 183rd Ave NE, Redmond, WA 98052, USA"
2015-03-17,345000.0,4,1.5,1540,1.0,0,0,3,7,1964,0,98055,47.455,-122.198,224.025974025974,0.004463768115942,10,38.97538518484245,"1525 SE 165th St, Renton, WA 98055, USA"
2015-03-30,1125000.0,6,4.0,5330,2.0,0,0,3,11,2000,0,98006,47.5503,-122.137,211.06941838649155,0.0047377777777777,14,78.27811965021053,"5865 153rd Ave SE, Bellevue, WA 98006, USA"
2015-03-16,345000.0,2,1.0,960,1.0,0,0,3,6,1904,0,98144,47.6013,-122.299,359.375,0.0027826086956521,9,10.1663350761116,"108 26th Ave S, Seattle, WA 98144, USA"
2015-04-21,600000.0,3,2.0,1460,1.0,0,0,4,7,1921,0,98105,47.67,-122.295,410.958904109589,0.0024333333333333,11,29.16647388146023,"5550 30th Ave NE, Seattle, WA 98105, USA"
2014-11-04,355000.0,4,1.75,2160,1.0,0,0,4,7,1983,0,98056,47.5122,-122.181,164.35185185185185,0.0060845070422535,11,65.77869800582982,"2809 NE 23rd Pl, Renton, WA 98056, USA"
2014-09-09,698000.0,3,2.75,2640,1.5,0,0,3,9,1978,0,98052,47.6491,-122.12,264.3939393939394,0.00378223495702,12,58.11548605006246,"16505 NE 44th Way, Redmond, WA 98052, USA"
2014-06-16,566000.0,4,2.25,2170,2.0,0,0,3,8,1987,0,98074,47.637,-122.029,260.8294930875576,0.003833922261484,11,46.19094989126914,"23238 NE 29th Ct, Sammamish, WA 98074, USA"
2014-07-23,449950.0,3,2.5,1530,2.0,0,0,3,8,1994,0,98029,47.5691,-122.007,294.08496732026146,0.0034003778197577,11,40.141350113357696,"4228 249th Ct SE, Issaquah, WA 98029, USA"
2015-01-16,404600.0,3,1.0,1570,1.0,0,2,4,8,1958,0,98056,47.4821,-122.192,257.7070063694268,0.0038803756796836,14,68.94345995465692,"57 Monterey Dr NE, Renton, WA 98056, USA"
2014-06-24,258000.0,3,1.0,1490,1.0,0,0,3,7,1969,0,98198,47.368,-122.314,173.15436241610738,0.0057751937984496,10,49.332577615324105,"1425 S 260th Pl, Des Moines, WA 98198, USA"
2015-04-29,415000.0,4,2.0,1960,2.0,0,0,4,7,1955,0,98133,47.7494,-122.337,211.73469387755105,0.004722891566265,11,55.972100124924815,"16520 Wallingford Ave N, Shoreline, WA 98133, USA"
2014-08-12,320000.0,4,2.25,2190,2.0,0,0,3,8,1978,0,98032,47.3742,-122.284,146.11872146118722,0.00684375,11,69.36797297922547,"3732 S 253rd Pl, Kent, WA 98032, USA"
2014-11-26,295000.0,3,2.5,1690,2.0,0,0,3,7,2003,0,98038,47.3552,-122.015,174.55621301775147,0.005728813559322,10,48.97978068754916,"24517 SE 275th St, Maple Valley, WA 98038, USA"
2014-05-27,389000.0,5,2.0,2330,1.0,0,0,4,7,1962,0,98028,47.7325,-122.245,166.9527896995708,0.0059897172236503,11,65.1957155415722,"14323 73rd Ave NE, Kenmore, WA 98028, USA"
2014-08-21,299900.0,3,1.75,1470,1.0,0,0,3,7,1958,0,98198,47.3943,-122.311,204.01360544217687,0.0049016338779593,10,42.98454633785222,"23061 17th Ave S, Des Moines, WA 98198, USA"
2015-04-15,394000.0,3,2.5,2550,2.0,0,0,3,7,2004,0,98038,47.3504,-122.026,154.50980392156862,0.0064720812182741,10,53.2191273770416,"23630 SE 281st St, Maple Valley, WA 98038, USA"
2015-02-02,762000.0,4,2.0,2130,1.5,0,0,5,7,1939,0,98033,47.6807,-122.199,357.7464788732394,0.0027952755905511,12,45.35696108823393,"508 7th Ave, Kirkland, WA 98033, USA"
2014-06-13,697000.0,4,2.75,3650,1.5,0,0,4,8,1978,0,98077,47.7632,-122.089,190.95890410958904,0.0052367288378766,12,72.63683893952714,"18534 186th Pl NE, Woodinville, WA 98077, USA"
2015-03-30,485000.0,3,2.5,3340,2.0,0,0,3,9,1994,0,98022,47.2666,-122.015,145.20958083832335,0.0068865979381443,12,82.06172211169203,"24513 SE 372nd St, Enumclaw, WA 98022, USA"
2014-10-08,189900.0,2,1.0,800,1.0,0,0,5,6,1955,0,98056,47.4959,-122.172,237.375,0.0042127435492364,11,50.820108268171936,"3507 NE 8th St, Renton, WA 98056, USA"
2015-01-05,2150000.0,3,2.75,3470,3.0,1,4,3,11,1989,2000,98034,47.7205,-122.26,619.5965417867435,0.001613953488372,19,50.48466200897608,"13251 Holmes Point Dr NE, Kirkland, WA 98034, USA"
2014-11-18,345000.0,3,1.5,1030,1.0,0,0,4,6,1921,0,98108,47.5492,-122.3,334.9514563106796,0.0029855072463768,10,20.429833896266132,"5924 25th Ave S, Seattle, WA 98108, USA"
2014-07-29,376500.0,3,2.0,1630,1.0,0,0,5,7,1950,0,98125,47.7326,-122.307,230.98159509202452,0.0043293492695883,12,64.64165085827973,"14316 20th Ave NE, Seattle, WA 98125, USA"
